LoanStatus,LenderYield,ProsperRating (numeric),ProsperScore,ListingCategory (numeric),Occupation,EmploymentStatus,IsBorrowerHomeowner,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,IncomeRange,TotalProsperLoans,OnTimeProsperPayments,BorrowerState
Current,0.1919,4.0,7.0,18,Teacher,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",1.0,9.0,AZ
Completed,0.1369,5.0,7.0,6,Military Enlisted,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,6.0,MD
Current,0.0929,6.0,8.0,1,Accountant/CPA,Full-time,True,0.0,0.0,0.0,"$1-24,999",1.0,18.0,AZ
Completed,0.104,6.0,9.0,5,Other,Full-time,True,0.0,0.0,4.0,"$100,000+",1.0,30.0,TX
Current,0.0666,7.0,11.0,14,Skilled Labor,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,19.0,NY
Completed,0.1327,6.0,7.0,2,Executive,Employed,False,1.0,0.0,0.0,"$100,000+",1.0,12.0,NJ
Current,0.1199,6.0,9.0,1,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",3.0,85.0,GA
Current,0.198,3.0,3.0,2,Professional,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,13.0,NC
Completed,0.101,6.0,8.0,1,Other,Employed,True,0.0,0.0,0.0,"$100,000+",3.0,26.0,TX
Completed,0.2059,4.0,2.0,15,Other,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,11.0,MI
Current,0.2739,2.0,4.0,1,Professional,Employed,True,1.0,165.0,66.0,"$50,000-74,999",2.0,22.0,ID
Completed,0.0745,7.0,9.0,5,Other,Full-time,True,0.0,0.0,0.0,"$100,000+",1.0,18.0,CA
Defaulted,0.2675,3.0,8.0,7,Skilled Labor,Employed,False,0.0,0.0,0.0,"$25,000-49,999",2.0,39.0,NY
Completed,0.2099,4.0,7.0,1,Accountant/CPA,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",2.0,13.0,CA
Current,0.2099,3.0,5.0,1,Teacher's Aide,Full-time,False,0.0,0.0,0.0,"$1-24,999",4.0,83.0,WA
Current,0.2832,2.0,2.0,2,Civil Service,Full-time,True,2.0,8844.0,10.0,"$25,000-49,999",2.0,70.0,PA
Current,0.1814,4.0,5.0,1,Truck Driver,Employed,False,0.0,0.0,11.0,"$25,000-49,999",1.0,9.0,GA
Current,0.1539,5.0,5.0,18,Other,Employed,True,0.0,0.0,2.0,"$25,000-49,999",1.0,10.0,OH
Current,0.3034,1.0,2.0,1,Clerical,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,10.0,NY
Current,0.0999,6.0,7.0,3,Other,Self-employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,17.0,CA
Current,0.0976,7.0,10.0,3,Executive,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,35.0,NJ
Current,0.0929,6.0,8.0,1,Professional,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,14.0,LA
Current,0.0989,6.0,11.0,2,Other,Employed,False,0.0,0.0,3.0,"$50,000-74,999",1.0,7.0,CO
Current,0.0999,6.0,8.0,14,Construction,Employed,True,0.0,0.0,7.0,"$50,000-74,999",1.0,20.0,OR
Current,0.2369,3.0,4.0,6,Professional,Employed,False,0.0,0.0,0.0,"$50,000-74,999",2.0,38.0,TX
Completed,0.1599,4.0,8.0,1,Other,Employed,False,0.0,0.0,9.0,"$25,000-49,999",1.0,5.0,MO
Current,0.2332,3.0,3.0,15,Computer Programmer,Employed,False,0.0,0.0,8.0,"$50,000-74,999",2.0,38.0,WA
Current,0.166,4.0,5.0,1,Executive,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,12.0,TX
Completed,0.2399,3.0,6.0,1,Other,Self-employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,33.0,CA
Chargedoff,0.3,1.0,3.0,1,Professional,Full-time,False,0.0,0.0,0.0,"$75,000-99,999",1.0,12.0,FL
Current,0.3034,1.0,3.0,7,Food Service,Employed,False,0.0,0.0,0.0,"$1-24,999",2.0,36.0,NY
Completed,0.1774,4.0,4.0,1,Truck Driver,Employed,True,0.0,0.0,0.0,"$75,000-99,999",2.0,8.0,NC
Current,0.1314,5.0,6.0,1,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,25.0,AZ
Completed,0.2099,3.0,8.0,7,Social Worker,Full-time,False,0.0,0.0,23.0,"$1-24,999",1.0,10.0,IN
Current,0.1799,4.0,3.0,13,Other,Employed,True,0.0,0.0,0.0,"$100,000+",2.0,9.0,IL
Current,0.2584,3.0,3.0,1,Analyst,Employed,False,1.0,0.0,0.0,"$50,000-74,999",2.0,12.0,TX
Current,0.1697,5.0,7.0,3,Professional,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,21.0,TX
Current,0.3158,2.0,5.0,15,Professor,Employed,False,1.0,687.0,5.0,"$100,000+",2.0,45.0,IL
Current,0.1459,5.0,6.0,7,Professor,Employed,True,3.0,11744.0,14.0,"$100,000+",1.0,10.0,IL
Current,0.2973,2.0,3.0,1,Other,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,9.0,CA
Current,0.1319,5.0,7.0,2,Professional,Employed,False,0.0,0.0,0.0,"$75,000-99,999",3.0,73.0,FL
Current,0.2099,3.0,5.0,11,Police Officer/Correction Officer,Employed,False,0.0,0.0,19.0,"$50,000-74,999",2.0,17.0,NH
Current,0.1169,6.0,10.0,3,Teacher,Employed,False,0.0,0.0,0.0,"$25,000-49,999",2.0,53.0,HI
Completed,0.34,1.0,4.0,6,Other,Full-time,False,0.0,0.0,10.0,"$25,000-49,999",1.0,11.0,NM
Current,0.1365,6.0,9.0,19,Other,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,26.0,CA
Current,0.185,4.0,6.0,1,Computer Programmer,Employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,9.0,CA
Completed,0.2524,2.0,3.0,7,Computer Programmer,Employed,False,0.0,0.0,0.0,"$75,000-99,999",3.0,15.0,GA
Past Due (1-15 days),0.2099,3.0,7.0,6,Professional,Full-time,False,0.0,0.0,0.0,"$100,000+",2.0,34.0,NY
Current,0.0659,7.0,10.0,1,Computer Programmer,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,10.0,KS
Current,0.1171,6.0,8.0,15,Retail Management,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,24.0,CA
Current,0.2449,2.0,4.0,1,Waiter/Waitress,Employed,False,0.0,0.0,37.0,"$25,000-49,999",1.0,9.0,NV
Current,0.0874,6.0,8.0,1,Teacher,Employed,False,0.0,0.0,0.0,"$1-24,999",1.0,21.0,DC
Current,0.1249,5.0,7.0,1,Other,Employed,False,0.0,0.0,6.0,"$100,000+",1.0,13.0,CT
Current,0.2686,2.0,3.0,15,Teacher,Employed,False,1.0,353.0,0.0,"$25,000-49,999",1.0,12.0,SC
Chargedoff,0.2637,3.0,2.0,1,Professional,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,9.0,MD
Completed,0.082,6.0,9.0,1,Executive,Full-time,True,0.0,0.0,0.0,"$100,000+",1.0,26.0,IL
Current,0.2246,3.0,5.0,1,Other,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,10.0,MI
Current,0.0749,7.0,10.0,1,Administrative Assistant,Employed,True,0.0,0.0,0.0,"$75,000-99,999",2.0,52.0,GA
Completed,0.0989,6.0,7.0,1,Analyst,Employed,True,0.0,0.0,3.0,"$25,000-49,999",1.0,1.0,MI
Current,0.1695,4.0,4.0,1,Tradesman - Mechanic,Self-employed,False,1.0,0.0,9.0,"$50,000-74,999",3.0,27.0,FL
Past Due (61-90 days),0.101,6.0,8.0,3,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,8.0,ID
Current,0.2332,3.0,4.0,15,Other,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",4.0,112.0,CO
Chargedoff,0.2299,3.0,5.0,1,Analyst,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,8.0,CA
Chargedoff,0.3204,2.0,1.0,1,Executive,Employed,True,0.0,0.0,10.0,"$100,000+",1.0,8.0,CA
Completed,0.1259,5.0,6.0,2,Executive,Employed,False,0.0,0.0,0.0,"$100,000+",2.0,24.0,CA
Completed,0.1285,5.0,8.0,3,Social Worker,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",1.0,23.0,GA
Completed,0.2466,3.0,2.0,19,Other,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,15.0,CA
Current,0.174,4.0,3.0,1,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,11.0,NH
Current,0.0659,7.0,10.0,13,Computer Programmer,Employed,True,0.0,0.0,0.0,"$50,000-74,999",2.0,43.0,MN
Current,0.2449,2.0,4.0,1,Laborer,Employed,False,0.0,0.0,14.0,"$25,000-49,999",2.0,15.0,WI
Chargedoff,0.3025,1.0,3.0,1,Skilled Labor,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,9.0,NJ
Completed,0.306,2.0,1.0,1,Computer Programmer,Employed,True,2.0,3056.0,0.0,"$75,000-99,999",1.0,9.0,MA
Completed,0.2999,2.0,1.0,1,Engineer - Chemical,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,17.0,TX
Completed,0.173,5.0,6.0,1,Professional,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,10.0,MO
Current,0.1039,6.0,9.0,1,Engineer - Chemical,Employed,False,0.0,0.0,0.0,"$100,000+",2.0,24.0,MA
Current,0.1652,5.0,8.0,13,Other,Full-time,False,0.0,0.0,2.0,"$25,000-49,999",3.0,50.0,CA
Completed,0.2466,3.0,2.0,1,Military Enlisted,Employed,False,2.0,320.0,4.0,"$50,000-74,999",1.0,10.0,CA
Completed,0.2099,3.0,5.0,7,Administrative Assistant,Employed,False,1.0,0.0,3.0,"$25,000-49,999",6.0,67.0,CA
Completed,0.1365,6.0,8.0,1,Retail Management,Employed,False,0.0,0.0,0.0,"$25,000-49,999",2.0,28.0,VA
Current,0.3204,2.0,1.0,1,Sales - Commission,Full-time,True,1.0,77.0,4.0,"$100,000+",3.0,59.0,CA
Completed,0.34,1.0,5.0,2,Executive,Full-time,True,0.0,0.0,0.0,"$100,000+",2.0,47.0,CA
Current,0.1981,4.0,5.0,1,Fireman,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,11.0,IN
Current,0.0874,6.0,8.0,1,Executive,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,8.0,NY
Past Due (1-15 days),0.1745,5.0,6.0,1,Executive,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",1.0,23.0,KY
Completed,0.0695,6.0,9.0,7,Sales - Retail,Full-time,True,3.0,99991.0,13.0,"$50,000-74,999",1.0,24.0,CA
Current,0.2392,3.0,3.0,2,Construction,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,8.0,AR
Current,0.1752,5.0,6.0,1,Other,Other,False,0.0,0.0,1.0,"$25,000-49,999",2.0,21.0,OH
Completed,0.1419,5.0,6.0,1,Tradesman - Electrician,Employed,True,1.0,28.0,14.0,"$50,000-74,999",1.0,6.0,IN
Past Due (1-15 days),0.1264,6.0,8.0,19,Retail Management,Employed,True,9.0,5600.0,11.0,"$50,000-74,999",1.0,10.0,CO
Chargedoff,0.0874,6.0,8.0,1,Military Enlisted,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",1.0,31.0,MD
Chargedoff,0.32,2.0,6.0,1,Retail Management,Full-time,False,2.0,269.0,1.0,"$50,000-74,999",1.0,28.0,IL
Current,0.2762,2.0,2.0,6,Civil Service,Employed,True,1.0,130.0,1.0,"$100,000+",1.0,9.0,VA
Chargedoff,0.2999,2.0,2.0,1,Other,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,8.0,TN
Current,0.1059,6.0,11.0,6,Other,Employed,False,0.0,0.0,11.0,"$25,000-49,999",2.0,20.0,DE
Current,0.2832,2.0,4.0,1,Other,Other,False,8.0,1569.0,2.0,"$75,000-99,999",1.0,17.0,WI
Current,0.3034,1.0,3.0,1,Other,Employed,False,0.0,0.0,0.0,"$1-24,999",2.0,14.0,ID
Completed,0.1199,6.0,7.0,2,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,10.0,GA
Current,0.1802,4.0,3.0,20,Teacher,Employed,True,0.0,0.0,8.0,"$75,000-99,999",3.0,58.0,CA
Completed,0.094,6.0,9.0,7,Professional,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",1.0,15.0,VA
Current,0.0769,7.0,9.0,1,Other,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,18.0,NV
Current,0.0974,6.0,9.0,6,Other,Retired,True,0.0,0.0,0.0,"$25,000-49,999",3.0,57.0,OH
Current,0.173,5.0,6.0,2,Professional,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",2.0,31.0,NY
Completed,0.1029,6.0,8.0,1,Engineer - Electrical,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,1.0,CA
Defaulted,0.3025,1.0,2.0,2,Other,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",2.0,19.0,MN
Completed,0.2999,2.0,2.0,1,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,10.0,TX
Defaulted,0.2599,3.0,4.0,1,Food Service,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,16.0,OH
Current,0.1196,6.0,8.0,1,Food Service Management,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,19.0,SC
Current,0.1625,4.0,5.0,1,Professional,Employed,False,0.0,0.0,0.0,"$100,000+",3.0,22.0,RI
Defaulted,0.3034,1.0,2.0,1,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",4.0,101.0,MI
Completed,0.2625,3.0,7.0,2,Professional,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",1.0,24.0,NE
Current,0.2759,2.0,2.0,1,Food Service Management,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,14.0,CA
Current,0.0709,7.0,9.0,1,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,11.0,KY
Current,0.089,6.0,8.0,1,Administrative Assistant,Self-employed,True,0.0,0.0,0.0,"$25,000-49,999",2.0,41.0,FL
Completed,0.0665,7.0,10.0,2,Fireman,Employed,True,1.0,0.0,1.0,"$50,000-74,999",2.0,4.0,AZ
Completed,0.1723,1.0,5.0,1,Teacher,Full-time,True,3.0,877.0,4.0,"$25,000-49,999",1.0,23.0,GA
Current,0.1479,5.0,7.0,2,Sales - Commission,Employed,False,0.0,0.0,3.0,"$75,000-99,999",1.0,5.0,WA
Current,0.1419,5.0,6.0,2,Computer Programmer,Employed,True,0.0,0.0,0.0,"$50,000-74,999",3.0,37.0,SD
Current,0.1149,6.0,6.0,14,Military Enlisted,Employed,False,0.0,0.0,0.0,"$1-24,999",4.0,96.0,OR
Current,0.2869,2.0,4.0,1,Other,Employed,False,0.0,0.0,17.0,"$25,000-49,999",1.0,16.0,KS
Current,0.2869,2.0,4.0,1,Student - College Senior,Employed,False,0.0,0.0,0.0,"$1-24,999",1.0,8.0,CA
Current,0.2024,4.0,3.0,13,Engineer - Electrical,Employed,True,3.0,24665.0,34.0,"$100,000+",1.0,6.0,NC
Current,0.0974,6.0,9.0,1,Accountant/CPA,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,8.0,IL
Current,0.0505,7.0,11.0,2,Attorney,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,18.0,FL
Current,0.1945,4.0,9.0,1,Retail Management,Employed,True,1.0,710.0,0.0,"$25,000-49,999",1.0,14.0,PA
Current,0.0874,6.0,9.0,2,Computer Programmer,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,7.0,CA
Completed,0.3125,2.0,6.0,1,Other,Full-time,False,0.0,0.0,2.0,"$1-24,999",1.0,24.0,MN
Chargedoff,0.2999,2.0,4.0,1,Administrative Assistant,Full-time,False,5.0,1359.0,16.0,"$25,000-49,999",1.0,33.0,AL
Completed,0.2162,4.0,6.0,1,Other,Employed,False,0.0,0.0,6.0,"$25,000-49,999",1.0,9.0,IL
Current,0.0934,6.0,7.0,1,Computer Programmer,Employed,False,1.0,138.0,1.0,"$75,000-99,999",1.0,4.0,FL
Current,0.0999,6.0,10.0,2,Other,Employed,True,1.0,0.0,14.0,"$100,000+",4.0,54.0,KS
Completed,0.1802,4.0,5.0,1,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,7.0,AL
Completed,0.2899,2.0,1.0,15,Professional,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,6.0,UT
Current,0.0666,7.0,10.0,1,Landscaping,Self-employed,False,0.0,0.0,0.0,"$100,000+",4.0,79.0,NJ
Completed,0.2105,4.0,4.0,7,Investor,Self-employed,False,0.0,0.0,0.0,"$100,000+",1.0,2.0,CA
Current,0.2869,2.0,4.0,7,Professional,Employed,True,1.0,182.0,0.0,"$100,000+",1.0,10.0,NC
Completed,0.0824,6.0,10.0,1,Construction,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,5.0,CA
Completed,0.0835,6.0,9.0,1,Computer Programmer,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",1.0,12.0,NJ
Defaulted,0.2999,2.0,6.0,3,Other,Full-time,False,0.0,0.0,0.0,"$75,000-99,999",2.0,53.0,TX
Completed,0.1556,5.0,7.0,1,Military Enlisted,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,6.0,KY
Current,0.212,4.0,5.0,14,Professional,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,16.0,MS
Current,0.0989,6.0,7.0,3,Teacher,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,13.0,NY
Current,0.134,5.0,11.0,11,Truck Driver,Employed,False,0.0,0.0,31.0,"$50,000-74,999",1.0,12.0,DE
Current,0.1959,4.0,5.0,18,Sales - Retail,Employed,True,2.0,1889.0,0.0,"$25,000-49,999",1.0,12.0,NC
Current,0.1199,6.0,9.0,1,Analyst,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,8.0,OH
Current,0.1149,6.0,7.0,2,Accountant/CPA,Self-employed,False,0.0,0.0,0.0,"$25,000-49,999",2.0,40.0,MI
Current,0.0989,6.0,7.0,1,Accountant/CPA,Employed,True,3.0,822.0,0.0,"$50,000-74,999",1.0,9.0,CA
Current,0.2172,3.0,4.0,1,Professional,Employed,False,4.0,2841.0,41.0,"$100,000+",2.0,58.0,TX
Current,0.2899,2.0,3.0,1,Student - College Senior,Self-employed,False,0.0,0.0,7.0,"$25,000-49,999",2.0,12.0,CA
Completed,0.3099,2.0,5.0,1,Truck Driver,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",1.0,15.0,NV
Current,0.1385,5.0,10.0,1,Other,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,8.0,PA
Completed,0.2474,3.0,4.0,2,Sales - Commission,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",2.0,17.0,CA
Chargedoff,0.219,3.0,7.0,7,Accountant/CPA,Full-time,False,3.0,418.0,21.0,"$50,000-74,999",1.0,9.0,GA
Completed,0.1,7.0,8.0,3,Sales - Retail,Full-time,True,0.0,0.0,0.0,"$100,000+",1.0,30.0,IL
Completed,0.2105,4.0,3.0,1,Professional,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",1.0,18.0,IL
Current,0.2332,3.0,3.0,13,Principal,Employed,True,0.0,0.0,0.0,"$100,000+",2.0,32.0,NY
Current,0.2332,3.0,4.0,13,Principal,Employed,True,0.0,0.0,0.0,"$100,000+",2.0,32.0,NY
Chargedoff,0.34,1.0,5.0,5,Sales - Retail,Self-employed,False,0.0,0.0,0.0,$0,1.0,20.0,MI
Current,0.0999,6.0,11.0,1,Executive,Employed,False,0.0,0.0,11.0,"$50,000-74,999",1.0,12.0,IL
Current,0.1285,6.0,8.0,2,Medical Technician,Full-time,True,0.0,0.0,20.0,"$50,000-74,999",2.0,38.0,FL
Completed,0.0874,6.0,8.0,1,Executive,Employed,True,0.0,1758.0,24.0,"$100,000+",2.0,44.0,CA
Completed,0.2,2.0,6.0,1,Truck Driver,Full-time,True,0.0,0.0,0.0,"$25,000-49,999",1.0,9.0,IL
Current,0.1255,5.0,11.0,15,Teacher,Employed,True,0.0,0.0,0.0,"$50,000-74,999",3.0,97.0,MN
Current,0.0949,6.0,10.0,1,Other,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,21.0,TX
Current,0.0559,7.0,10.0,1,Teacher,Self-employed,False,0.0,0.0,0.0,"$25,000-49,999",3.0,26.0,PA
Completed,0.0929,6.0,10.0,2,Executive,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,10.0,MA
Completed,0.061,7.0,10.0,7,Analyst,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",1.0,6.0,PA
Current,0.2759,2.0,1.0,19,Tradesman - Mechanic,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,11.0,CA
Completed,0.1386,6.0,8.0,1,Accountant/CPA,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,10.0,OR
Current,0.2219,4.0,7.0,1,Truck Driver,Employed,False,1.0,61.0,5.0,"$50,000-74,999",1.0,27.0,CA
Completed,0.3335,2.0,5.0,7,Analyst,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,11.0,IL
Completed,0.3204,2.0,1.0,1,Retail Management,Full-time,False,1.0,10602.0,7.0,"$25,000-49,999",2.0,16.0,IN
Current,0.3025,1.0,5.0,2,Laborer,Employed,True,1.0,0.0,2.0,"$25,000-49,999",1.0,31.0,OH
Completed,0.2284,2.0,1.0,2,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",2.0,32.0,WI
Completed,0.34,1.0,1.0,1,Other,Full-time,True,6.0,2954.0,2.0,"$25,000-49,999",2.0,35.0,NJ
Completed,0.2999,2.0,1.0,1,Other,Retired,False,0.0,0.0,0.0,"$25,000-49,999",2.0,51.0,CA
Current,0.0616,7.0,11.0,1,Other,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,17.0,MN
Completed,0.0749,6.0,9.0,1,Construction,Full-time,True,0.0,0.0,0.0,"$25,000-49,999",1.0,23.0,NY
Completed,0.0699,7.0,10.0,1,Professional,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",2.0,22.0,CA
Current,0.0849,6.0,10.0,1,Analyst,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,27.0,TX
Completed,0.1119,6.0,9.0,18,Other,Employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,20.0,NY
Current,0.173,5.0,7.0,1,Professional,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,15.0,NC
Current,0.1419,5.0,7.0,19,Analyst,Employed,False,0.0,0.0,3.0,"$50,000-74,999",1.0,8.0,CA
Current,0.2474,3.0,3.0,1,Professional,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,23.0,FL
Completed,0.3335,2.0,6.0,7,Postal Service,Employed,False,0.0,0.0,11.0,"$50,000-74,999",2.0,43.0,GA
Current,0.0559,7.0,10.0,7,Teacher,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,11.0,NY
Current,0.0929,6.0,8.0,6,Other,Full-time,True,0.0,0.0,2.0,"$75,000-99,999",1.0,34.0,FL
Completed,0.2906,2.0,1.0,1,Accountant/CPA,Employed,True,1.0,276.0,0.0,"$25,000-49,999",1.0,15.0,GA
Current,0.2184,4.0,2.0,15,Sales - Commission,Self-employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,6.0,OH
Current,0.2105,4.0,4.0,7,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,35.0,AZ
Current,0.1745,5.0,7.0,1,Civil Service,Full-time,True,0.0,0.0,0.0,"$100,000+",1.0,9.0,AL
Completed,0.1314,5.0,6.0,1,Administrative Assistant,Employed,False,2.0,1538.0,8.0,"$50,000-74,999",1.0,8.0,AK
Past Due (1-15 days),0.0989,6.0,8.0,1,Civil Service,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,5.0,VA
Current,0.2193,4.0,5.0,1,Sales - Retail,Employed,True,1.0,0.0,6.0,"$50,000-74,999",1.0,9.0,SC
Completed,0.1674,4.0,4.0,1,Professional,Employed,True,0.0,0.0,0.0,"$100,000+",2.0,5.0,CA
Completed,0.0799,6.0,8.0,6,Retail Management,Employed,True,1.0,60.0,0.0,"$25,000-49,999",2.0,19.0,FL
Current,0.0799,6.0,8.0,2,Clerical,Employed,False,1.0,52.0,1.0,"$25,000-49,999",1.0,7.0,NJ
Completed,0.2475,3.0,7.0,7,Administrative Assistant,Full-time,True,0.0,0.0,0.0,"$25,000-49,999",1.0,36.0,OR
Chargedoff,0.34,1.0,1.0,3,Other,Self-employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,33.0,CO
Current,0.2612,2.0,2.0,1,Bus Driver,Employed,True,0.0,0.0,9.0,"$25,000-49,999",3.0,83.0,TX
Completed,0.1033,6.0,10.0,1,Retail Management,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",1.0,14.0,FL
Chargedoff,0.154,5.0,8.0,3,Retail Management,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,10.0,MO
Completed,0.3,2.0,10.0,7,Professional,Full-time,False,0.0,0.0,3.0,"$100,000+",2.0,42.0,CA
Current,0.2832,2.0,4.0,18,Executive,Employed,True,3.0,4855.0,19.0,"$50,000-74,999",2.0,34.0,AZ
Current,0.17,4.0,8.0,1,Civil Service,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,6.0,NY
Current,0.1123,6.0,8.0,2,Sales - Retail,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,1.0,VA
Completed,0.3034,1.0,7.0,15,Principal,Employed,True,0.0,0.0,0.0,"$75,000-99,999",3.0,57.0,GA
Completed,0.0669,6.0,9.0,1,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,35.0,NY
Current,0.2099,3.0,2.0,19,Medical Technician,Employed,True,1.0,1518.0,0.0,"$25,000-49,999",1.0,10.0,CA
Completed,0.094,6.0,9.0,1,Retail Management,Full-time,True,0.0,0.0,0.0,"$25,000-49,999",1.0,22.0,WI
Current,0.1419,5.0,7.0,7,Accountant/CPA,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,16.0,FL
Current,0.2055,3.0,3.0,3,Attorney,Self-employed,True,1.0,88.0,0.0,"$100,000+",1.0,34.0,PA
Chargedoff,0.2219,4.0,7.0,8,Professional,Employed,True,0.0,0.0,0.0,"$75,000-99,999",4.0,74.0,NE
Current,0.0549,7.0,10.0,7,Analyst,Employed,False,0.0,0.0,0.0,"$100,000+",2.0,45.0,NY
Current,0.174,4.0,7.0,1,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,9.0,NC
Current,0.3204,2.0,1.0,1,Nurse (RN),Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,6.0,VA
Completed,0.0999,5.0,8.0,7,Professional,Employed,True,0.0,0.0,15.0,"$75,000-99,999",1.0,15.0,OR
Current,0.1386,6.0,8.0,1,Sales - Commission,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,34.0,FL
Current,0.1479,5.0,6.0,1,Engineer - Electrical,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",2.0,51.0,CA
Completed,0.1223,4.0,5.0,7,Teacher,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,12.0,NY
Current,0.1103,6.0,9.0,1,Computer Programmer,Employed,False,0.0,0.0,0.0,"$50,000-74,999",2.0,51.0,FL
